Country Region,ISO3,Last Update,People Hospitalized,People Tested,Active,Confirmed,Deaths,Incident Rate,Lat,Long,Mortality Rate,Recovered,UID
US,,2021-03-13 05:25:15,,,,515,2,9132.824968966128,44.41311883,-96.26688165,0.3883495145631068,,
US,,2021-03-13 05:25:15,,,,3152,46,12373.400329747978,44.41327865,-95.83806103,1.4593908629441623,,
US,,2021-03-13 05:25:15,,,,447,7,8087.570110367288,47.32557075,-95.80921485,1.5659955257270697,,
US,,2021-03-13 05:25:15,,,,794,16,8504.71293916024,48.35825983,-96.37017407,2.0151133501259446,,
US,,2021-03-13 05:25:15,,,,1927,29,9790.174262053548,43.67429718,-94.55099908,1.5049299429164504,,
US,,2021-03-13 05:25:15,,,,3477,53,9687.125623380603,44.82367677,-94.27287017,1.5243025596778832,,
US,,2021-03-13 05:25:15,,,,2096,34,9025.923693049694,45.12328869,-94.52839455,1.6221374045801529,,
US,,2021-03-13 05:25:15,,,,2327,47,8855.653232865243,45.93705297,-93.63236823,2.019767941555651,,
US,,2021-03-13 05:25:15,,,,3361,52,10067.09399149344,46.01265363,-94.27341528,1.547158583754835,,
US,,2021-03-13 05:25:15,,,,4186,31,10448.80435325246,43.67142874,-92.75234549,0.7405637840420449,,
US,,2021-03-13 05:25:15,,,,962,8,11740.297778862585,44.02216709,-95.76328482,0.8316008316008316,,
US,,2021-03-13 05:25:15,,,,2684,42,7831.008928050417,44.35291112,-94.24710352,1.5648286140089418,,
US,,2021-03-13 05:25:15,,,,3884,47,17957.372046789034,43.67434621,-95.75329576,1.2100926879505665,,
US,,2021-03-13 05:25:15,,,,489,9,7670.588235294118,47.32628443,-96.45620947,1.8404907975460123,,
US,,2021-03-13 05:25:15,,,,11988,93,7573.297618972412,44.00374114,-92.40209944,0.7757757757757757,,
US,,2021-03-13 05:25:15,,,,4915,71,8366.527082694993,46.40846929,-95.70835255,1.4445574771108851,,
US,,2021-03-13 05:25:15,,,,1432,17,10142.361357036618,48.06642577,-96.0370814,1.187150837988827,,
US,,2021-03-13 05:25:15,,,,2851,20,9638.594949119308,46.12105238,-92.74070188,0.701508242721852,,
US,,2021-03-13 05:25:15,,,,1020,24,11176.857330703484,44.02301619,-96.25841142,2.3529411764705883,,
US,,2021-03-13 05:25:15,,,,3462,65,11038.132891212856,47.77372465,-96.40134647,1.877527440785673,,
US,,2021-03-13 05:25:15,,,,834,6,7413.992354875989,45.58606667,-95.44451209,0.7194244604316546,,
US,,2021-03-13 05:25:15,,,,43724,827,7945.181085221171,45.01625271,-93.09872295,1.8914097520812367,,
US,,2021-03-13 05:25:15,,,,366,5,9025.893958076447,47.87197525,-96.09561104,1.366120218579235,,
US,,2021-03-13 05:25:15,,,,1491,34,9828.60909690178,44.40555844,-95.25207021,2.280348759221998,,
US,,2021-03-13 05:25:15,,,,1542,41,10599.395105856474,44.72836381,-94.94553734,2.658884565499352,,
US,,2021-03-13 05:25:15,,,,6843,95,10217.702920623544,44.3543376,-93.29658715,1.3882799941546105,,
US,,2021-03-13 05:25:15,,,,1170,16,12560.386473429951,43.67482683,-96.25296832,1.3675213675213675,,
US,,2021-03-13 05:25:15,,,,1820,17,12001.318826244642,48.77501878,-95.81079919,0.934065934065934,,
US,,2021-03-13 05:25:15,,,,13664,108,9169.66976035648,44.6490231,-93.53340251,0.7903981264637002,,
US,,2021-03-13 05:25:15,,,,8934,77,9187.766099672968,45.44447208,-93.77617511,0.8618759794045221,,
US,,2021-03-13 05:25:15,,,,1198,10,8059.199461823075,44.5796592,-94.23164924,0.8347245409015025,,
US,,2021-03-13 05:25:15,,,,15124,288,7597.327573215452,47.6048407,-92.46879855,1.9042581327691088,,
US,,2021-03-13 05:25:15,,,,18993,208,11791.401521030575,45.55192576,-94.61078221,1.0951403148528405,,
US,,2021-03-13 05:25:15,,,,3122,11,8518.649894949385,44.02240351,-93.22627088,0.3523382447149263,,
US,,2021-03-13 05:25:15,,,,756,9,7710.351861295258,45.58613007,-96.00163705,1.1904761904761905,,
US,,2021-03-13 05:25:15,,,,890,18,9605.007554500324,45.2829032,-95.68264092,2.02247191011236,,
US,,2021-03-13 05:25:15,,,,2512,30,10184.884852416477,46.06996226,-94.89785296,1.194267515923567,,
US,,2021-03-13 05:25:15,,,,312,5,9573.488800245474,45.77298854,-96.47062949,1.6025641025641026,,
US,,2021-03-13 05:25:15,,,,480,68,,,,14.166666666666666,,
US,,2021-03-13 05:25:15,,,,1888,3,8729.828455171775,44.28424356,-92.23121312,0.1588983050847457,,
US,,2021-03-13 05:25:15,,,,1331,20,9728.109925449497,46.58589171,-94.96968506,1.5026296018031555,,
US,,2021-03-13 05:25:15,,,,2130,19,11444.229529335911,44.02211116,-93.58720034,0.892018779342723,,
US,,2021-03-13 05:25:15,,,,22417,268,8541.76192653559,45.03864533,-92.88429635,1.195521256189499,,
US,,2021-03-13 05:25:15,,,,1188,8,10902.083142149217,43.97823903,-94.61413846,0.6734006734006734,,
US,,2021-03-13 05:25:15,,,,684,11,11019.816336394391,46.35721532,-96.4684375,1.608187134502924,,
US,,2021-03-13 05:25:15,,,,4233,49,8384.834799144282,43.98772283,-91.78081305,1.1575714623198676,,
US,,2021-03-13 05:25:15,,,,12764,119,9224.076255447077,45.17297924,-93.96234781,0.932309620808524,,
US,,2021-03-13 05:25:15,,,,984,17,10134.92635698836,44.71710183,-95.86842453,1.727642276422764,,
US,,2021-03-13 05:25:15,,,,2370,79,7721.630339165282,31.47669768,-91.35326037,3.333333333333333,,
US,,2021-03-13 05:25:15,,,,2938,63,7950.640002164912,34.88084463,-88.57996173,2.1443158611300204,,
US,,2021-03-13 05:25:15,,,,1137,37,9246.157599414491,31.17467303,-90.80501621,3.2541776605101145,,
US,,2021-03-13 05:25:15,,,,2109,72,11604.489930670188,33.08658803,-89.57838564,3.413940256045519,,
US,,2021-03-13 05:25:15,,,,945,24,11442.063203777698,34.81681228,-89.18945516,2.5396825396825395,,
US,,2021-03-13 05:25:15,,,,4654,125,15195.246179966043,33.79696941,-90.87372121,2.6858616244091102,,
US,,2021-03-13 05:25:15,,,,1600,29,11141.285425806002,33.93683395,-89.33686647,1.8125,,
US,,2021-03-13 05:25:15,,,,1199,25,12053.885593646326,33.44834567,-89.91994479,2.085070892410342,,
US,,2021-03-13 05:25:15,,,,2022,54,11822.48728293282,33.91983202,-88.9481545,2.6706231454005933,,
US,,2021-03-13 05:25:15,,,,717,17,8733.252131546895,33.34598242,-89.24809382,2.370990237099024,,
US,,2021-03-13 05:25:15,,,,995,30,11070.315976858034,31.97061673,-90.90702196,3.0150753768844223,,
US,,2021-03-13 05:25:15,,,,1720,74,11067.498873946335,32.04158545,-88.68896219999998,4.3023255813953485,,
US,,2021-03-13 05:25:15,,,,1799,53,9313.522468419962,33.65358105,-88.77784255,2.946081156197888,,
US,,2021-03-13 05:25:15,,,,2856,70,12909.058036521425,34.22772299,-90.60415045,2.450980392156863,,
US,,2021-03-13 05:25:15,,,,2816,59,10033.849991092107,31.86977774,-90.44565118,2.0951704545454546,,
US,,2021-03-13 05:25:15,,,,2517,80,13506.117192530586,31.63225413,-89.55389939,3.1783869686134287,,
US,,2021-03-13 05:25:15,,,,19991,238,10809.15947984536,34.87625235,-89.99091418,1.1905357410834876,,
US,,2021-03-13 05:25:15,,,,7353,140,9817.48267620866,31.18961454,-89.25832496,1.9039847681218551,,
US,,2021-03-13 05:25:15,,,,776,21,10060.936081939582,31.47786634,-90.89672989,2.706185567010309,,
US,,2021-03-13 05:25:15,,,,2335,45,9530.61224489796,30.86259065,-88.64436789,1.9271948608137044,,
US,,2021-03-13 05:25:15,,,,1287,33,9472.98689827764,31.21444233,-88.63922281,2.5641025641025643,,
US,,2021-03-13 05:25:15,,,,2499,79,12038.732055111284,33.77036166,-89.80245083,3.161264505802321,,
US,,2021-03-13 05:25:15,,,,3577,78,7509.657373194491,30.41830223,-89.48851033,2.180598266703942,,
US,,2021-03-13 05:25:15,,,,17043,292,8190.599769319492,30.51359752,-89.12467576,1.713313383793933,,
US,,2021-03-13 05:25:15,,,,19161,397,8264.75155279503,32.2656285,-90.44435448,2.071916914566045,,
US,,2021-03-13 05:25:15,,,,1836,70,10793.650793650791,33.12345854,-90.08923538,3.812636165577342,,
US,,2021-03-13 05:25:15,,,,936,29,11607.142857142857,33.12825718,-90.52252707,3.0982905982905984,,
US,,2021-03-13 05:25:15,,,,167,6,12584.77769404672,32.72531359,-90.97392828,3.592814371257485,,
US,,2021-03-13 05:25:15,,,,2920,76,12483.96750748183,34.27993475,-88.3606733,2.602739726027397,,
US,,2021-03-13 05:25:15,,,,12825,235,8930.001322963159,30.54020656,-88.64184064,1.8323586744639373,,
US,,2021-03-13 05:25:15,,,,2168,47,13233.229567234328,32.01922104,-89.11786866,2.1678966789667897,,
US,,2021-03-13 05:25:15,,,,634,27,9070.100143061516,31.73397872,-91.03764977,4.2586750788643535,,
US,,2021-03-13 05:25:15,,,,1033,31,9282.890007189071,31.56884708,-89.82670990000003,3.000968054211036,,
US,,2021-03-13 05:25:15,,,,8127,152,11934.271197391994,31.62257767,-89.16896899999998,1.870308847053033,,
US,,2021-03-13 05:25:15,,,,924,24,9484.70539930199,32.75462946,-88.64105766,2.5974025974025974,,
US,,2021-03-13 05:25:15,,,,5808,114,10751.772524482129,34.35687874,-89.48490961,1.962809917355372,,
US,,2021-03-13 05:25:15,,,,5972,84,9428.034668392718,31.20572971,-89.5077704,1.406563965170797,,
US,,2021-03-13 05:25:15,,,,6926,229,9343.676222596963,32.40419769,-88.66229662,3.3063817499278083,,
US,,2021-03-13 05:25:15,,,,1225,21,9733.036707452726,31.55147224,-90.10841127,1.7142857142857142,,
US,,2021-03-13 05:25:15,,,,2561,72,11239.357500219434,32.7536828,-89.52402044,2.81140179617337,,
US,,2021-03-13 05:25:15,,,,9753,165,11415.562526335503,34.291877500000005,-88.68149954,1.6917871424177175,,
US,,2021-03-13 05:25:15,,,,3417,123,12124.330270020935,33.55545125,-90.29900733,3.5996488147497807,,
US,,2021-03-13 05:25:15,,,,3701,104,10836.529733844758,31.53288662,-90.45391915,2.8100513374763576,,
US,,2021-03-13 05:25:15,,,,6153,141,10500.895980885742,33.47386518,-88.44191529999998,2.2915650901999025,,
US,,2021-03-13 05:25:15,,,,9640,206,9071.062932851552,32.63389156,-90.03513564,2.136929460580913,,
US,,2021-03-13 05:25:15,,,,2605,78,10601.06621088186,31.23132643,-89.8209217,2.9942418426103647,,
US,,2021-03-13 05:25:15,,,,4100,96,11616.705389017963,34.76216286,-89.50299462,2.341463414634146,,
US,,2021-03-13 05:25:15,,,,4012,130,11380.91455803926,33.89236763,-88.4808438,3.2402791625124627,,
US,,2021-03-13 05:25:15,,,,1238,40,12664.961636828644,33.49419589,-89.61729103,3.231017770597738,,
US,,2021-03-13 05:25:15,,,,3889,172,13355.999725255857,32.75339664,-89.11726492,4.422730779120597,,
US,,2021-03-13 05:25:15,,,,2352,54,11190.408221524409,32.40021118,-89.11843336,2.295918367346939,,
US,,2021-03-13 05:25:15,,,,1237,31,11874.820005759815,33.11009499,-88.56949061,2.506063055780113,,
US,,2021-03-13 05:25:15,,,,4463,97,9000.342831790591,33.42491685,-88.87905132,2.1734259466726416,,
US,,2021-03-13 05:25:15,,,,4383,99,12818.78802058961,34.36398677,-89.95064249,2.2587268993839835,,
US,,2021-03-13 05:25:15,,,,4252,132,7656.432880165661,30.77090935,-89.58677275,3.104421448730009,,
US,,2021-03-13 05:25:15,,,,1238,37,10339.931512569949,31.17161885,-88.99281835,2.988691437802908,,
US,,2021-03-13 05:25:15,,,,3059,100,7786.092445530442,31.17507789,-90.40392572,3.2690421706440014,,
US,,2021-03-13 05:25:15,,,,4125,71,12820.91129483434,34.226046000000004,-89.03636807,1.7212121212121212,,
US,,2021-03-13 05:25:15,,,,2726,58,10849.319430072435,34.61810501,-88.51986294,2.127659574468085,,
US,,2021-03-13 05:25:15,,,,781,15,11498.82214369847,34.25157572,-90.28908,1.9206145966709347,,
US,,2021-03-13 05:25:15,,,,12993,267,8367.950228954538,32.26469147,-89.94537876,2.054952666820596,,
US,,2021-03-13 05:25:15,,,,2986,71,10617.266391693927,32.406704100000006,-89.53789439,2.377762893503014,,
US,,2021-03-13 05:25:15,,,,492,17,11386.253182133763,32.88149103,-90.8159538,3.4552845528455283,,
US,,2021-03-13 05:25:15,,,,2799,82,10499.66239027684,31.91282117,-89.91716179,2.9296177206145053,,
US,,2021-03-13 05:25:15,,,,1551,34,9744.910781603416,32.01744532,-89.50644846,2.1921341070277243,,
US,,2021-03-13 05:25:15,,,,1742,30,9500.43630017452,30.79187949,-89.11547539,1.722158438576349,,
US,,2021-03-13 05:25:15,,,,3227,87,12851.453604141776,33.60192578,-90.58882684,2.6960024790827397,,
US,,2021-03-13 05:25:15,,,,1726,39,12499.09479325078,33.95339918,-90.1729398,2.2595596755504057,,
US,,2021-03-13 05:25:15,,,,3137,77,11076.586278733095,34.65133709,-89.94485778,2.4545744341727764,,
US,,2021-03-13 05:25:15,,,,2816,66,12791.278673631616,34.76872156,-88.90988194,2.34375,,
US,,2021-03-13 05:25:15,,,,2138,66,11030.284269720887,34.74023475,-88.23917219,3.086997193638915,,
US,,2021-03-13 05:25:15,,,,1010,24,10485.880398671095,34.64967704,-90.37481167,2.376237623762376,,
US,,2021-03-13 05:25:15,,,,3985,74,13829.602637515183,34.49162015,-89.00776006,1.856963613550816,,
US,,2021-03-13 05:25:15,,,,1261,42,8826.823463530729,31.14971548,-90.10446654,3.330689928628073,,
US,,2021-03-13 05:25:15,,,,4179,115,9208.69967607589,32.35810271,-90.83352619,2.7518545106484806,,
US,,2021-03-13 05:25:15,,,,5241,130,11936.04955703842,33.28392041,-90.94196237,2.480442663613814,,
US,,2021-03-13 05:25:15,,,,2576,41,12763.216568399148,31.64135687,-88.69573913,1.5916149068322982,,
US,,2021-03-13 05:25:15,,,,1124,32,11600.784394674372,33.61300486,-89.28392912,2.846975088967972,,
US,,2021-03-13 05:25:15,,,,628,27,7276.94090382387,31.16078225,-91.31018819,4.2993630573248405,,
US,,2021-03-13 05:25:15,,,,2232,79,12431.07769423559,33.08747908,-89.03391385,3.539426523297491,,
US,,2021-03-13 05:25:15,,,,1481,36,12231.582424843078,34.02824175,-89.70762049999998,2.4307900067521944,,
US,,2021-03-13 05:25:15,,,,2961,67,9973.054900639949,32.77890365,-90.39656148,2.2627490712597096,,
US,,2021-03-13 05:25:15,,,,2351,18,9276.723355561691,40.19058551,-92.60078167,0.7656316461080391,,
US,,2021-03-13 05:25:15,,,,1839,18,10382.79132791328,39.98492163,-94.80163024,0.9787928221859706,,
US,,2021-03-13 05:25:15,,,,430,6,8360.878864475986,40.43238737,-95.42970639,1.3953488372093024,,
US,,2021-03-13 05:25:15,,,,2729,57,10749.172837561053,39.215877,-91.84242683,2.0886771711249543,,
US,,2021-03-13 05:25:15,,,,2872,45,8024.812093101233,36.70978521,-93.82919888,1.5668523676880224,,
US,,2021-03-13 05:25:15,,,,1148,12,9766.887867959844,37.50207671,-94.34757022,1.0452961672473868,,
US,,2021-03-13 05:25:15,,,,1291,24,7982.933465248578,38.25271289,-94.34113157,1.8590240123934931,,
US,,2021-03-13 05:25:15,,,,1619,27,8326.904284318263,38.29503305,-93.28756116,1.6676961087090796,,
US,,2021-03-13 05:25:15,,,,1120,12,9231.022830297536,37.32449052,-90.02725304,1.0714285714285714,,
US,,2021-03-13 05:25:15,,,,17289,84,9580.357192333056,38.99186229,-92.30723575,0.4858580600381745,,
US,,2021-03-13 05:25:15,,,,9152,136,10475.710819101689,39.65816401,-94.80138942,1.486013986013986,,
US,,2021-03-13 05:25:15,,,,4038,37,9506.097273882951,36.71462476,-90.40421163,0.9162951956414066,,
US,,2021-03-13 05:25:15,,,,760,11,8425.720620842572,39.65620858,-93.98308093,1.4473684210526316,,
US,,2021-03-13 05:25:15,,,,4835,46,10806.159622734282,38.83674754,-91.92186505,0.9513960703205792,,
US,,2021-03-13 05:25:15,,,,3972,82,8577.907353417557,38.02199522,-92.76083747,2.0644511581067477,,
US,,2021-03-13 05:25:15,,,,8826,128,11190.424870991872,37.38489388,-89.6843587,1.4502605937004305,,
US,,2021-03-13 05:25:15,,,,1051,23,12109.690056458116,39.42762566,-93.50626255,2.188392007611798,,
US,,2021-03-13 05:25:15,,,,523,9,8742.895352724841,36.94160441,-90.96051322,1.7208413001912046,,
US,,2021-03-13 05:25:15,,,,8779,92,8299.300434864814,38.64789422,-94.353399,1.0479553479895205,,
US,,2021-03-13 05:25:15,,,,1085,19,7561.502543731271,37.72391475,-93.85445441,1.7511520737327189,,
US,,2021-03-13 05:25:15,,,,655,6,8820.360894155669,39.51499357,-92.9629191,0.916030534351145,,
US,,2021-03-13 05:25:15,,,,8178,84,9230.76923076923,36.9711783,-93.18537118,1.0271460014673517,,
US,,2021-03-13 05:25:15,,,,634,6,9327.644549065764,40.41040752,-91.73661677,0.946372239747634,,
US,,2021-03-13 05:25:15,,,,9624,153,3850.400883383744,39.31132056,-94.41850862,1.5897755610972568,,
US,,2021-03-13 05:25:15,,,,2022,65,9918.085054201209,39.6013098,-94.40465394,3.214638971315529,,
US,,2021-03-13 05:25:15,,,,8975,119,11694.572936347644,38.50455671,-92.27860244,1.3259052924791086,,
US,,2021-03-13 05:25:15,,,,1886,27,10649.95200180699,38.844478,-92.80896081,1.4316012725344645,,
US,,2021-03-13 05:25:15,,,,2378,34,9941.471571906355,37.97663738,-91.30528104,1.4297729184188397,,
US,,2021-03-13 05:25:15,,,,553,14,7313.847374685888,37.431814,-93.8503345,2.5316455696202533,,
US,,2021-03-13 05:25:15,,,,1247,24,7388.316151202749,37.6811355,-93.02127031,1.9246190858059344,,
US,,2021-03-13 05:25:15,,,,730,11,8818.555206571637,39.96145298,-93.98519678,1.5068493150684932,,
US,,2021-03-13 05:25:15,,,,1143,28,9109.747349964136,39.89201062,-94.40476508,2.4496937882764653,,
US,,2021-03-13 05:25:15,,,,904,17,5804.918769665446,37.60663134,-91.50790473,1.8805309734513276,,
US,,2021-03-13 05:25:15,,,,896,27,6795.601061812666,36.9325593,-92.49905109,3.013392857142857,,
US,,2021-03-13 05:25:15,,,,2712,19,9309.670110878444,36.27167174,-90.09122243,0.700589970501475,,
US,,2021-03-13 05:25:15,,,,10141,168,9754.056575644196,38.41127108,-91.07522826,1.656641356868159,,
US,,2021-03-13 05:25:15,,,,1524,42,10363.11709506324,38.43947277,-91.50847147,2.755905511811024,,
US,,2021-03-13 05:25:15,,,,830,21,12631.258560340892,40.21097916,-94.40944419,2.5301204819277108,,
US,,2021-03-13 05:25:15,,,,27323,443,9322.519669994472,37.2575872,-93.34230916,1.6213446546865278,,
US,,2021-03-13 05:25:15,,,,1003,34,10182.74111675127,40.11406587,-93.56509276,3.389830508474576,,
US,,2021-03-13 05:25:15,,,,925,14,11075.191570881228,40.35570088,-93.99222144,1.5135135135135136,,
US,,2021-03-13 05:25:15,,,,1981,38,9077.16275659824,38.38482826,-93.79293734,1.9182231196365471,,
US,,2021-03-13 05:25:15,,,,640,14,6705.783738474434,37.94163617,-93.3203037,2.1875,,
US,,2021-03-13 05:25:15,,,,421,10,9561.662502838974,40.09799248,-95.2163888,2.375296912114014,,
US,,2021-03-13 05:25:15,,,,1049,7,10488.951104889513,39.1435761,-92.69756691,0.667302192564347,,
US,,2021-03-13 05:25:15,,,,3423,43,8532.542313732332,36.77383887,-91.88683935,1.2562080046742623,,
US,,2021-03-13 05:25:15,,,,898,5,8869.135802469136,37.55487945,-90.7735296,0.5567928730512249,,
US,,2021-03-13 05:25:15,,,,36555,396,5199.776390412098,39.01002188,-94.34724536,1.0832991382847763,,
US,,2021-03-13 05:25:15,,,,15149,226,12485.98839509429,37.20351921,-94.34050458,1.4918476467093538,,
US,,2021-03-13 05:25:15,,,,21469,229,9538.343973947156,38.25926778,-90.53870896,1.066654245656528,,
US,,2021-03-13 05:25:15,,,,4839,47,8950.834227368578,38.74719601,-93.80691168,0.9712750568299237,,
US,,2021-03-13 05:25:15,,,,41787,544,8546.394978555783,39.0997,-94.5786,1.30184028525618,,
US,,2021-03-13 05:25:15,,,,358,2,9042.687547360443,40.12699751,-92.14780832,0.5586592178770949,,
US,,2021-03-13 05:25:15,,,,3238,66,9064.188338045517,37.65896829,-92.5888493,2.038295243977764,,
US,,2021-03-13 05:25:15,,,,3027,57,9254.616607557784,39.06986886,-93.78076396,1.883052527254708,,
US,,2021-03-13 05:25:15,,,,3372,77,8791.55260070395,37.10626634,-93.83293097,2.283511269276394,,
US,,2021-03-13 05:25:15,,,,834,10,8531.096563011457,40.09673161,-91.72070156,1.1990407673860912,,
US,,2021-03-13 05:25:15,,,,5389,39,9131.886194567298,39.05345619,-90.95588181,0.7236964186305437,,
US,,2021-03-13 05:25:15,,,,1185,12,9941.275167785236,39.87001769,-93.10704106,1.0126582278481011,,
US,,2021-03-13 05:25:15,,,,1713,37,11249.753726932422,39.78110272,-93.54645978,2.159953298307064,,
US,,2021-03-13 05:25:15,,,,1499,15,9915.9886220811,39.83049768,-92.56453089,1.0006671114076051,,
US,,2021-03-13 05:25:15,,,,1609,16,13310.721376571806,37.47865134,-90.3467143,0.9944064636420136,,
US,,2021-03-13 05:25:15,,,,608,7,6990.916407956766,38.16193985,-91.92249662,1.1513157894736843,,
US,,2021-03-13 05:25:15,,,,3129,42,10967.402733964247,39.80601912,-91.62203062,1.342281879194631,,
US,,2021-03-13 05:25:15,,,,2279,26,9979.41936331392,36.62869595,-94.34867205,1.1408512505484862,,
US,,2021-03-13 05:25:15,,,,302,2,8349.460879181643,40.42212303,-93.5682959,0.6622516556291391,,
US,,2021-03-13 05:25:15,,,,2492,51,9727.15562668332,38.21450288,-92.42610898,2.0465489566613164,,
US,,2021-03-13 05:25:15,,,,1390,25,10546.282245827011,36.82516239,-89.29505753,1.7985611510791366,,
US,,2021-03-13 05:25:15,,,,1764,29,10934.787999008182,38.63571781,-92.57976951,1.643990929705215,,
US,,2021-03-13 05:25:15,,,,986,11,11406.756131420638,39.49593978,-92.00043978,1.1156186612576064,,
US,,2021-03-13 05:25:15,,,,999,10,8648.60185265345,38.94022054,-91.47000721,1.001001001001001,,
US,,2021-03-13 05:25:15,,,,1695,42,8217.384980850342,38.4181765,-92.88791859,2.47787610619469,,
US,,2021-03-13 05:25:15,,,,2084,45,12204.263293511362,36.59666326,-89.66070007,2.159309021113244,,
US,,2021-03-13 05:25:15,,,,5164,69,8867.367264235181,36.90519407,-94.3394104,1.3361735089078235,,
US,,2021-03-13 05:25:15,,,,2623,25,11873.076226688394,40.36079813,-94.88133008,0.9531071292413268,,
US,,2021-03-13 05:25:15,,,,843,3,8006.458353119954,36.68710164,-91.4033755,0.3558718861209964,,
US,,2021-03-13 05:25:15,,,,1598,14,11737.05471905986,38.46036182,-91.8613635,0.8760951188986232,,
US,,2021-03-13 05:25:15,,,,669,16,7292.347939829954,36.64916339,-92.44459066,2.391629297458894,,
US,,2021-03-13 05:25:15,,,,1535,29,9712.116418854794,36.2130572,-89.78742322,1.8892508143322475,,
US,,2021-03-13 05:25:15,,,,2134,27,11151.755852842807,37.70660776,-89.82741088,1.2652296157450795,,
US,,2021-03-13 05:25:15,,,,5032,77,11885.023264602376,38.72798918,-93.28471706,1.5302066772655007,,
US,,2021-03-13 05:25:15,,,,3620,123,8121.508536558006,37.87736118,-91.79351727,3.3977900552486187,,
US,,2021-03-13 05:25:15,,,,1759,23,9610.971478526935,39.34310674,-91.16980779,1.3075611142694712,,
US,,2021-03-13 05:25:15,,,,3949,44,3781.91499549886,39.38154439,-94.77068479,1.1142061281337048,,
US,,2021-03-13 05:25:15,,,,3136,31,9754.580235777164,37.6162296,-93.39828174,0.9885204081632653,,
US,,2021-03-13 05:25:15,,,,3431,49,6521.945748664626,37.82462075,-92.20783203,1.428155056834742,,
US,,2021-03-13 05:25:15,,,,293,4,6239.352640545145,40.47942497,-93.02042674,1.3651877133105803,,
US,,2021-03-13 05:25:15,,,,997,12,9671.161121350277,39.52817427,-91.51838643,1.2036108324974926,,
US,,2021-03-13 05:25:15,,,,2611,30,10550.347502828512,39.44007257,-92.4971374,1.1489850631941785,,
US,,2021-03-13 05:25:15,,,,1883,25,8180.554348770527,39.3537468,-93.98905745,1.327668613913967,,
US,,2021-03-13 05:25:15,,,,379,3,6044.657097288677,37.36085952,-90.97009925,0.7915567282321899,,
US,,2021-03-13 05:25:15,,,,1033,15,7773.931366646599,36.65460667,-90.85990261,1.452081316553727,,
US,,2021-03-13 05:25:15,,,,2873,39,12622.468257106451,39.13734288,-93.20259964,1.3574660633484164,,
US,,2021-03-13 05:25:15,,,,323,5,6931.3304721030045,40.46921489,-92.52311943,1.547987616099071,,
US,,2021-03-13 05:25:15,,,,304,3,6201.550387596899,40.45214695,-92.14709064,0.986842105263158,,
US,,2021-03-13 05:25:15,,,,4641,79,12123.82445141066,37.05588075,-89.56474493,1.7022193492781728,,
US,,2021-03-13 05:25:15,,,,584,12,7151.604212588783,37.15772072,-91.40190382,2.054794520547945,,
US,,2021-03-13 05:25:15,,,,504,7,8499.156829679596,39.79742518,-92.07634971,1.3888888888888888,,
US,,2021-03-13 05:25:15,,,,40119,436,9979.304615170317,38.77875681,-90.66662425,1.086766868566016,,
US,,2021-03-13 05:25:15,,,,781,8,8311.163137171437,38.03699437,-93.77631447,1.0243277848911652,,
US,,2021-03-13 05:25:15,,,,8712,109,12961.392546306628,37.81214171,-90.47598685,1.2511478420569329,,
US,,2021-03-13 05:25:15,,,,90113,2057,9063.824865093216,38.63770039999999,-90.4458375,2.282689512057084,,
US,,2021-03-13 05:25:15,,,,21842,438,7266.714574683275,38.63555736,-90.24349225,2.005310868968043,,
US,,2021-03-13 05:25:15,,,,1771,16,9897.172236503857,37.89090059,-90.1949941,0.9034443817052512,,
US,,2021-03-13 05:25:15,,,,2470,37,8509.9052540913,36.85571651,-89.9444155,1.4979757085020242,,
US,,2021-03-13 05:25:15,,,,2318,39,7254.631947921883,36.75000327,-93.45256475,1.6824849007765317,,
US,,2021-03-13 05:25:15,,,,851,14,13976.022335358844,40.2099105,-93.11150106,1.645123384253819,,
US,,2021-03-13 05:25:15,,,,5137,91,9185.02360177371,36.65465345,-93.04075153,1.7714619427681526,,
US,,2021-03-13 05:25:15,,,,1809,22,7122.6080793763285,37.31728859,-91.96564727,1.2161415146489774,,
US,,2021-03-13 05:25:15,,,,1911,40,9293.391042163108,37.8457799,-94.34127305,2.0931449502878072,,
US,,2021-03-13 05:25:15,,,,2948,20,8269.516676484614,38.76529479,-91.16124662,0.6784260515603799,,
US,,2021-03-13 05:25:15,,,,2711,48,10962.393853619084,37.96130078,-90.87948158,1.7705643673921063,,
US,,2021-03-13 05:25:15,,,,1020,11,7923.560941505477,37.11303869,-90.46001416,1.0784313725490196,,
US,,2021-03-13 05:25:15,,,,3470,53,8764.39684784805,37.2813734,-92.876329,1.5273775216138328,,
US,,2021-03-13 05:25:15,,,,163,1,8097.367113760556,40.47945588,-94.42328751,0.6134969325153374,,
US,,2021-03-13 05:25:15,,,,1539,29,8414.894198698672,37.27029221,-92.46914488,1.8843404808317088,,
US,,2021-03-13 05:25:15,,,,873,8,9235.16344017772,45.13434354,-112.8984694,0.9163802978235968,,
US,,2021-03-13 05:25:15,,,,2343,72,17591.410766574067,45.42335905,-107.492347,3.072983354673496,,
US,,2021-03-13 05:25:15,,,,707,24,10582.24816644215,48.43175214,-108.9582723,3.3946251768033946,,
US,,2021-03-13 05:25:15,,,,420,5,6734.006734006734,46.33277565,-111.4955813,1.1904761904761905,,
US,,2021-03-13 05:25:15,,,,845,12,7878.787878787879,45.22850116,-109.0274047,1.4201183431952662,,
