Country Region,ISO3,Last Update,People Hospitalized,People Tested,Active,Confirmed,Deaths,Incident Rate,Lat,Long,Mortality Rate,Recovered,UID
US,,2021-03-13 05:25:15,,,,72571,1418,11019.431406996642,33.55554728,-86.89506300000002,1.9539485469402376,,
US,,2021-03-13 05:25:15,,,,1349,33,9771.821803694314,33.77995024,-88.09668032,2.446256486286138,,
US,,2021-03-13 05:25:15,,,,8670,215,9349.825836577556,34.90171875,-87.65624729,2.4798154555940024,,
US,,2021-03-13 05:25:15,,,,2870,92,8717.045316486454,34.52041498,-87.31069453,3.205574912891986,,
US,,2021-03-13 05:25:15,,,,15122,162,9190.358692613436,32.60154883,-85.35132246,1.0712868668165587,,
US,,2021-03-13 05:25:15,,,,9476,142,9579.942374766211,34.81185586,-86.98310072,1.49852258336851,,
US,,2021-03-13 05:25:15,,,,1338,52,13756.940160394815,32.1597283,-86.65158371,3.8863976083707024,,
US,,2021-03-13 05:25:15,,,,1486,45,8224.485277839274,32.38759944,-85.69267724,3.028263795423957,,
US,,2021-03-13 05:25:15,,,,32850,479,8809.119651174951,34.76327133,-86.55069633,1.4581430745814308,,
US,,2021-03-13 05:25:15,,,,2464,59,13062.60934103801,32.24767634,-87.78796182,2.39448051948052,,
US,,2021-03-13 05:25:15,,,,2945,98,9912.821030664109,34.13697363,-87.88704173,3.3276740237691,,
US,,2021-03-13 05:25:15,,,,11491,216,11874.057081447496,34.36975964,-86.30486727,1.8797319641458528,,
US,,2021-03-13 05:25:15,,,,36629,752,8864.499891096537,30.78472347,-88.20842409,2.053018100412242,,
US,,2021-03-13 05:25:15,,,,1673,39,8069.261563690735,31.56729412,-87.36995001,2.331141661685595,,
US,,2021-03-13 05:25:15,,,,22951,536,10133.518186554576,32.2206831,-86.20969272,2.335410221776829,,
US,,2021-03-13 05:25:15,,,,13855,258,11576.801276748636,34.45500589,-86.85475946,1.8621436304583183,,
US,,2020-12-21 13:27:30,,,,0,0,,,,,,
US,,2021-03-13 05:25:15,,,,1071,27,12002.689678359297,32.64048341,-87.29770589,2.5210084033613445,,
US,,2021-03-13 05:25:15,,,,2270,57,11389.86452584044,33.28094866,-88.08818103,2.511013215859031,,
US,,2021-03-13 05:25:15,,,,2948,74,8902.5789696201,31.80396383,-85.9408295,2.5101763907734056,,
US,,2021-03-13 05:25:15,,,,1671,41,7354.10615262741,33.29526734,-85.45708831,2.453620586475165,,
US,,2021-03-13 05:25:15,,,,4110,34,7090.974965925364,32.28725256,-85.18415324,0.8272506082725061,,
US,,2021-03-13 05:25:15,,,,22465,226,10319.15186815004,33.26879845,-86.66232561,1.0060093478744714,,
US,,2021-03-13 05:25:15,,,,9123,230,10191.929573688443,33.71902176,-86.31029372,2.5211005151814097,,
US,,2021-03-13 05:25:15,,,,1013,31,8151.605375392291,32.59117397,-88.19916205,3.0602171767028628,,
US,,2021-03-13 05:25:15,,,,7698,167,9625.146915401736,33.37823223,-86.16886178,2.1693946479605093,,
US,,2021-03-13 05:25:15,,,,3668,143,9086.630168206704,32.86698258,-85.79833053,3.8985823336968375,,
US,,2021-03-13 05:25:15,,,,24529,430,11716.46246805665,33.28726072,-87.52556818,1.7530270292307064,,
US,,2021-03-13 05:25:15,,,,6679,267,10514.63295603029,33.80270512,-87.30027177,3.997604431801168,,
US,,2021-03-13 05:25:15,,,,1580,38,9677.814528972192,31.4092794,-88.20689944,2.4050632911392404,,
US,,2021-03-13 05:25:15,,,,1245,26,12002.31369902632,31.98773215,-87.30891118,2.0883534136546187,,
US,,2021-03-13 05:25:15,,,,2602,68,11011.892166405689,34.15030532,-87.37325922,2.61337432744043,,
US,,2021-03-13 05:25:15,,,,363,2,10878.034162421336,55.32222414,-161.9722021,0.5509641873278237,,
US,,2021-03-13 05:25:15,,,,643,0,11412.850550230742,52.3233,-174.1596,0.0,,
US,,2021-03-13 05:25:15,,,,27292,163,9476.388888888889,61.14998174,-149.14269860000005,0.5972446138062436,,
US,,2021-03-13 05:25:15,,,,3642,19,19808.54998368324,60.90980451,-159.8561831,0.5216913783635365,,
US,,2021-03-13 05:25:15,,,,0,0,0.0,58.74513976,-156.701064,,,
US,,2021-03-13 05:25:15,,,,177,0,7289.95057660626,58.62403337,-156.21405890000003,0.0,,
US,,2021-03-13 05:25:15,,,,76,0,3624.225083452551,63.67264044,-150.0076108,0.0,,
US,,2021-03-13 05:25:15,,,,208,1,4231.082180634662,59.79603738,-158.23819419999995,0.4807692307692308,,
US,,2021-03-13 05:25:15,,,,6415,29,6623.713203027393,64.80726247,-146.5692662,0.4520654715510522,,
US,,2021-03-13 05:25:15,,,,28,0,1106.7193675889328,59.09893571,-135.4679843,0.0,,
US,,2021-03-13 05:25:15,,,,1270,5,3971.9772315005935,58.45031811,-134.200436,0.3937007874015748,,
US,,2021-03-13 05:25:15,,,,4065,22,6924.098930299107,60.24429722,-151.53888840000005,0.5412054120541205,,
US,,2021-03-13 05:25:15,,,,376,2,2704.8413783181068,55.57445008,-130.975561,0.5319148936170213,,
US,,2021-03-13 05:25:15,,,,1059,5,8147.407293429758,57.65529415,-153.7493579,0.4721435316336166,,
US,,2021-03-13 05:25:15,,,,1217,3,14637.960067356267,62.15429159999999,-163.39678830000005,0.2465078060805259,,
US,,2021-03-13 05:25:15,,,,9182,36,8476.970373994849,62.31305045,-149.5741743,0.3920714441298192,,
US,,2021-03-13 05:25:15,,,,330,0,3298.6805277888843,64.90320724,-164.0353804,0.0,,
US,,2021-03-13 05:25:15,,,,1022,4,10394.629780309197,69.31479216,-153.4836093,0.3913894324853229,,
US,,2021-03-13 05:25:15,,,,593,2,7781.131085159428,67.04919196,-159.7503946,0.3372681281618887,,
US,,2021-03-13 05:25:15,,,,147,1,4500.918554807104,57.13978948,-132.9540995,0.6802721088435374,,
US,,2021-03-13 05:25:15,,,,83,1,1338.0622279542158,55.76261984,-133.0511621,1.2048192771084338,,
US,,2021-03-13 05:25:15,,,,325,0,3826.6807959496055,57.24124555,-135.3206587,0.0,,
US,,2021-03-13 05:25:15,,,,20,0,1690.61707523246,59.56149996,-135.3337748,0.0,,
US,,2021-03-13 05:25:15,,,,515,3,7471.347744088205,63.87692095,-143.2127643,0.5825242718446602,,
US,,2021-03-13 05:25:15,,,,258,0,,,,0.0,,
US,,2021-02-14 23:24:19,,,,0,0,0.0,61.47502768,-144.7126799,,,
US,,2021-03-13 05:25:15,,,,32,0,1278.976818545164,56.3202004,-132.05837309999998,0.0,,
US,,2021-03-13 05:25:15,,,,69,1,2530.25302530253,59.8909808,-140.36014509999998,1.4492753623188406,,
US,,2021-03-13 05:25:15,,,,342,4,6539.196940726578,65.50815459,-151.3907387,1.1695906432748535,,
US,,2021-03-13 05:25:15,,,,10697,399,14880.298245858085,35.39465006,-109.4892383,3.730017761989343,,
US,,2021-03-13 05:25:15,,,,11393,273,9047.664427185084,31.87934684,-109.7516088,2.3962081980163257,,
US,,2021-03-13 05:25:15,,,,16824,316,11726.002955198082,35.83883429,-111.7707178,1.878269139324774,,
US,,2021-03-13 05:25:15,,,,6441,217,11923.803176718871,33.80190085,-110.8132779,3.369042074212079,,
US,,2021-03-13 05:25:15,,,,5330,77,13724.02605762546,32.93166885,-109.8882178,1.4446529080675423,,
US,,2021-03-13 05:25:15,,,,562,10,5917.035165297957,33.21498827,-109.2405279,1.7793594306049825,,
US,,2021-03-13 05:25:15,,,,2420,73,11464.847451203335,33.72854224,-113.9810029,3.0165289256198347,,
US,,2021-03-13 05:25:15,,,,520291,9428,11599.620458668922,33.34835867,-112.4918154,1.8120628648198795,,
US,,2021-03-13 05:25:15,,,,21583,662,10171.975813102965,35.70471703,-113.7577902,3.067228837511004,,
US,,2021-03-13 05:25:15,,,,15538,511,14007.789116872817,35.3997715,-110.3218983,3.2887115458875016,,
US,,2021-03-13 05:25:15,,,,0,0,,,,,,
US,,2021-03-13 05:25:15,,,,111041,2293,10602.80975747628,32.0971334,-111.7890033,2.0650030169036664,,
US,,2021-03-13 05:25:15,,,,47376,807,10237.06267867214,32.90525627,-111.3449483,1.7033941236068897,,
US,,2021-03-13 05:25:15,,,,7674,171,16503.93565314637,31.52508998,-110.8479088,2.228303362001564,,
US,,2021-03-13 05:25:15,,,,18097,476,7697.608241634375,34.59933926,-112.5538588,2.6302702105321325,,
US,,2021-03-13 05:25:15,,,,36565,806,17103.472147511307,32.76895712,-113.90666740000002,2.204293723506085,,
US,,2021-03-13 05:25:15,,,,2006,33,11472.03477067368,34.29145151,-91.37277296,1.6450648055832502,,
US,,2021-03-13 05:25:15,,,,1861,32,9467.365315154906,33.19153461,-91.7698471,1.7195056421278885,,
US,,2021-03-13 05:25:15,,,,2968,98,7078.126490508443,36.28784385,-92.33782872,3.30188679245283,,
US,,2021-03-13 05:25:15,,,,27695,391,9921.509201442996,36.33644656,-94.25680817,1.4118071854125294,,
US,,2021-03-13 05:25:15,,,,3686,77,9847.189570421033,36.3084504,-93.09374925,2.0889853499728703,,
US,,2021-03-13 05:25:15,,,,1329,31,12347.858403790764,33.46755808,-92.15980837,2.332580887885628,,
US,,2021-03-13 05:25:15,,,,404,3,7785.70052033147,33.55598792,-92.49974403,0.7425742574257426,,
US,,2021-03-13 05:25:15,,,,2731,43,9622.973925299506,36.34038560000001,-93.54270261,1.5745148297326987,,
US,,2021-03-13 05:25:15,,,,1600,38,15813.401858074718,33.26458973,-91.29539209,2.375,,
US,,2021-03-13 05:25:15,,,,2061,40,9233.870967741936,34.04613432,-93.17484713,1.940805434255216,,
US,,2021-03-13 05:25:15,,,,1704,48,11710.535358394613,36.36826212,-90.4148172,2.816901408450704,,
US,,2021-03-13 05:25:15,,,,1910,69,7664.834062362053,35.53864922,-92.02640019,3.612565445026178,,
US,,2021-03-13 05:25:15,,,,936,25,11764.70588235294,33.89723187,-92.18537045,2.6709401709401708,,
US,,2021-03-13 05:25:15,,,,2287,54,9749.754870614315,33.21230701,-93.22642793,2.361171840839528,,
US,,2021-03-13 05:25:15,,,,2165,31,10385.685503214048,35.26205537,-92.70506566,1.4318706697459584,,
US,,2021-03-13 05:25:15,,,,12960,170,11746.365514991116,35.83018283,-90.63235729,1.3117283950617284,,
US,,2021-03-13 05:25:15,,,,6878,111,10873.104952811547,35.58928601,-94.2446814,1.6138412329165457,,
US,,2021-03-13 05:25:15,,,,5806,91,12107.18381816286,35.21247318,-90.30839406,1.5673441267654151,,
US,,2021-03-13 05:25:15,,,,1905,48,11602.411839941533,35.29631396,-90.77185818,2.5196850393700787,,
US,,2021-03-13 05:25:15,,,,747,13,10657.725781138535,33.97042763,-92.65167437,1.7402945113788488,,
US,,2021-03-13 05:25:15,,,,1348,23,11865.15271542998,33.83011025,-91.25500948,1.706231454005935,,
US,,2021-03-13 05:25:15,,,,1963,38,10774.46621658708,33.59035001,-91.71777921,1.9358125318390216,,
US,,2021-03-13 05:25:15,,,,11990,153,9515.34438562937,35.14719007,-92.33717519,1.2760633861551294,,
US,,2021-03-13 05:25:15,,,,1655,38,9342.36522720858,35.51202821,-93.89299569,2.29607250755287,,
US,,2021-03-13 05:25:15,,,,1090,46,8736.07437685341,36.38177105,-91.81729127,4.220183486238532,,
US,,2021-03-13 05:25:15,,,,9926,241,9987.32215805043,34.57692074,-93.14921604,2.427966955470481,,
US,,2021-03-13 05:25:15,,,,1613,32,8831.097727894881,34.29017991,-92.42320562,1.9838809671419717,,
US,,2021-03-13 05:25:15,,,,5947,72,13120.794263651407,36.11735460000001,-90.55832668,1.2106944677988902,,
US,,2021-03-13 05:25:15,,,,1942,18,9019.134311722088,33.73325583,-93.66935133,0.9268795056642636,,
US,,2021-03-13 05:25:15,,,,4924,68,14580.55728287584,34.31709259,-92.95396325,1.380991064175467,,
US,,2021-03-13 05:25:15,,,,1615,23,12232.99500075746,34.09007427,-93.9934871,1.4241486068111455,,
US,,2021-03-13 05:25:15,,,,3691,119,9758.096497025776,35.74242707,-91.57001641,3.2240585207260906,,
US,,2021-03-13 05:25:15,,,,1645,41,12069.8510529019,36.09604046,-91.90847954,2.492401215805471,,
US,,2021-03-13 05:25:15,,,,3191,36,19086.06974101322,35.59802983,-91.21494602,1.1281729865246004,,
US,,2021-03-13 05:25:15,,,,8674,162,12980.36633544834,34.26767081,-91.92619839,1.8676504496195527,,
US,,2021-03-13 05:25:15,,,,2823,32,10621.56670930845,35.56759135,-93.46036368,1.1335458731845554,,
US,,2021-03-13 05:25:15,,,,541,9,8167.270531400966,33.24116713,-93.60677071,1.6635859519408502,,
US,,2021-03-13 05:25:15,,,,2061,41,12562.477142508838,36.04188196,-91.10867198,1.9893255701115964,,
US,,2021-03-13 05:25:15,,,,1649,34,18618.042226487523,34.78498904,-90.78383866,2.061855670103093,,
US,,2021-03-13 05:25:15,,,,3169,45,24332.002457002454,33.95317155,-91.74002806,1.4200063111391603,,
US,,2021-03-13 05:25:15,,,,1200,40,9788.726649808305,33.70375665,-94.23468591,3.333333333333333,,
US,,2021-03-13 05:25:15,,,,2192,21,10211.497251467435,35.21413234,-93.71951016,0.958029197080292,,
US,,2021-03-13 05:25:15,,,,6938,110,9464.049434585111,34.75392199,-91.88742357,1.585471317382531,,
US,,2021-03-13 05:25:15,,,,1417,22,8548.503861003861,36.01038185,-93.72524943,1.55257586450247,,
US,,2021-03-13 05:25:15,,,,986,29,5906.313645621181,36.26844485,-92.68451899,2.9411764705882355,,
US,,2021-03-13 05:25:15,,,,4108,33,9496.728853133596,33.31403423,-93.89285258,0.8033106134371957,,
US,,2021-03-13 05:25:15,,,,5699,106,14019.33531770436,35.76271485,-90.05194370000002,1.859975434286717,,
US,,2021-03-13 05:25:15,,,,843,16,12580.211908670348,34.6815935,-91.20540287,1.8979833926453145,,
US,,2021-03-13 05:25:15,,,,742,30,8257.289116403294,34.53704874,-93.65824478,4.043126684636119,,
US,,2021-03-13 05:25:15,,,,802,23,9718.85603490063,33.66340119,-93.30632432,2.8678304239401498,,
US,,2021-03-13 05:25:15,,,,698,26,9002.96659357668,35.91947491,-93.21612969,3.7249283667621778,,
US,,2021-03-13 05:25:15,,,,2255,57,9644.170729621075,33.58839816,-92.87795984,2.527716186252772,,
US,,2021-03-13 05:25:15,,,,804,9,7690.100430416069,34.9459153,-92.94372564,1.1194029850746268,,
US,,2021-03-13 05:25:15,,,,1724,37,9695.197390619727,34.43268455,-90.84800154,2.1461716937354987,,
US,,2021-03-13 05:25:15,,,,989,22,9227.467811158798,34.16250414,-93.65789349,2.224469160768453,,
US,,2021-03-13 05:25:15,,,,3095,75,13154.539272356342,35.57433534,-90.66268713,2.423263327948304,,
US,,2021-03-13 05:25:15,,,,1921,67,9622.320176317373,34.48254879,-94.22728802,3.487766788131182,,
US,,2021-03-13 05:25:15,,,,7801,100,12175.3652141341,35.44871474,-93.03212219,1.281886937572106,,
US,,2021-03-13 05:25:15,,,,882,21,10940.213346564127,34.83624419,-91.55162157,2.380952380952381,,
US,,2021-03-13 05:25:15,,,,37808,586,9647.088241973304,34.77054088,-92.31355101,1.5499365213711385,,
US,,2021-03-13 05:25:15,,,,2036,47,11337.565430448823,36.3415714,-91.02455531,2.3084479371316307,,
US,,2021-03-13 05:25:15,,,,11569,161,9448.941088069783,34.64916145,-92.67583224,1.3916500994035783,,
US,,2021-03-13 05:25:15,,,,924,14,8987.452582433616,34.85588887,-94.0632176,1.5151515151515151,,
US,,2021-03-13 05:25:15,,,,665,15,8438.015480269001,35.9109364,-92.69936482,2.255639097744361,,
US,,2021-03-13 05:25:15,,,,14802,264,11579.71320613016,35.19605503,-94.27162713,1.783542764491285,,
US,,2021-03-13 05:25:15,,,,2757,25,16210.97195272535,33.99780401,-94.2424869,0.9067827348567284,,
US,,2021-03-13 05:25:15,,,,1532,45,8783.39639949547,36.16258158,-91.47819342,2.93733681462141,,
US,,2021-03-13 05:25:15,,,,3474,38,13899.335840601743,35.02201976,-90.74828138,1.0938399539435808,,
US,,2021-03-13 05:25:15,,,,973,29,7780.2654725731645,35.86251946,-92.15684085,2.9804727646454263,,
US,,2021-03-13 05:25:15,,,,3225,0,,,,0.0,,
US,,2021-03-13 05:25:15,,,,3843,102,9934.85342019544,33.16887091,-92.59746952,2.654176424668228,,
US,,2021-03-13 05:25:15,,,,1220,21,7373.828951344817,35.58095779,-92.51295036,1.721311475409836,,
US,,2021-03-13 05:25:15,,,,29786,340,12453.017931576547,35.976844,-94.21800746,1.1414758611428188,,
US,,2021-03-13 05:25:15,,,,7672,115,9741.851104084924,35.25688493,-91.74908296,1.4989572471324295,,
US,,2021-03-13 05:25:15,,,,627,11,9920.886075949367,35.18902527,-91.2439489,1.7543859649122806,,
US,,2021-03-13 05:25:15,,,,3394,63,15903.659622323228,35.00292371,-93.41171338,1.8562168532704773,,
US,,2021-03-13 05:25:15,,,,83619,1164,5010.264286684429,37.64629437,-121.8929271,1.3900499176001335,,
US,,2021-03-13 05:25:15,,,,85,0,7528.7865367581935,38.59678594,-119.8223594,0.0,,
US,,2021-03-13 05:25:15,,,,3534,44,8895.149929563293,38.44583082,-120.65696,1.244343891402715,,
US,,2021-03-13 05:25:15,,,,12775,184,5856.6696778078895,39.66727762,-121.6005252,1.4333567032795824,,
US,,2021-03-13 05:25:15,,,,1927,49,4199.978215880623,38.20537103,-120.552913,2.54149377593361,,
US,,2021-03-13 05:25:15,,,,2153,12,10029.238409059266,39.17881957,-122.2331726,0.5552984729291994,,
US,,2021-03-13 05:25:15,,,,64673,728,5612.704004937904,37.91923498,-121.9289527,1.1244285184727545,,
US,,2021-03-13 05:25:15,,,,1038,6,3714.224075938444,41.74228275,-123.8974063,0.5808325266214908,,
US,,2021-03-13 05:25:15,,,,9828,103,5108.819091177797,38.77965956,-120.5233166,1.0454730004060089,,
US,,2021-03-13 05:25:15,,,,105094,1489,10556.089924842434,36.75733899,-119.6466953,1.4118294047370716,,
US,,2021-03-13 05:25:15,,,,2758,15,9784.101715211496,39.59875897,-122.3938452,0.5399568034557235,,
US,,2021-03-13 05:25:15,,,,3338,32,2461.6769205801206,40.69923009,-123.876044,0.958945160323644,,
US,,2021-03-13 05:25:15,,,,29557,677,16423.585244047128,33.0393082,-115.3669042,2.274712720919293,,
US,,2021-03-13 05:25:15,,,,1348,35,7433.893231332114,36.51112084,-117.41119779999998,2.609992542878449,,
US,,2021-03-13 05:25:15,,,,104763,982,11637.721311438989,35.34329425,-118.7277796,0.937353836755343,,
US,,2021-03-13 05:25:15,,,,23219,232,15251.078854452726,36.07409056,-119.8159973,0.994640943193998,,
US,,2021-03-13 05:25:15,,,,3232,43,5019.724784891126,39.10124298,-122.7536244,1.3304455445544554,,
US,,2021-03-13 05:25:15,,,,5232,18,18411.67042815556,40.67311306,-120.59350990000002,0.4263634748623201,,
US,,2021-03-13 05:25:15,,,,1209849,22407,12051.360743540235,34.30828379,-118.2282411,1.8520493053265328,,
US,,2021-03-13 05:25:15,,,,16616,214,10582.417512569362,37.21513971,-119.76655890000002,1.2853624842332874,,
US,,2021-03-13 05:25:15,,,,13550,218,5238.654540115754,38.07122463,-122.7210631,1.6077881849693931,,
US,,2021-03-13 05:25:15,,,,396,7,2301.9240830087774,37.57978556,-119.9073334,1.7676767676767675,,
US,,2021-03-13 05:25:15,,,,3679,43,4237.512824355324,39.4381191,-123.3911313,1.1697497279651796,,
US,,2021-03-13 05:25:15,,,,30005,403,10799.841544223567,37.18922369,-120.7209035,1.3438260695588382,,
US,,2021-03-13 05:25:15,,,,457,3,5191.720393620632,41.58965602,-120.7244817,0.6535947712418301,,
US,,2021-03-13 05:25:15,,,,1222,3,8432.56715591249,37.93899289,-118.8872409,0.2463054187192118,,
US,,2021-03-13 05:25:15,,,,43658,329,10080.61078972771,36.21862405,-121.2413397,0.7518968827132279,,
US,,2021-03-13 05:25:15,,,,9211,75,6688.494598675805,38.50735751,-122.332839,0.8140670791273201,,
US,,2021-03-13 05:25:15,,,,4265,66,4280.48719362438,39.30394768,-120.7627281,1.5456674473067915,,
US,,2021-03-13 05:25:15,,,,263471,4408,8296.49096952727,33.70147516,-117.76459979999998,1.673049405816959,,
US,,2021-03-13 05:25:15,,,,21372,239,5378.468552377557,39.06167234,-120.7240569,1.1155713218820016,,
US,,2021-03-13 05:25:15,,,,651,4,3466.7942787260063,40.00355989,-120.8395236,0.6134969325153374,,
US,,2021-03-13 05:25:15,,,,294421,3854,11948.816172619332,33.74314981,-115.9933578,1.3055511329568668,,
US,,2021-03-13 05:25:15,,,,96371,1460,6212.847715742581,38.45106826,-121.3425374,1.514098748275898,,
US,,2021-03-13 05:25:15,,,,5904,61,9409.629346580054,36.60308176,-121.069975,1.0321489001692048,,
US,,2021-03-13 05:25:15,,,,292106,3917,13423.008735897913,34.84060306,-116.1774685,1.3385366653795026,,
US,,2021-03-13 05:25:15,,,,278070,3422,8329.613908750782,33.03484597,-116.7365326,1.2306253820980328,,
US,,2021-03-13 05:25:15,,,,35875,452,4080.9983336150335,37.75215114,-122.4385672,1.2563931509895483,,
US,,2021-03-13 05:25:15,,,,69332,1144,9123.162430394095,37.93433732,-121.2730061,1.6452856238854052,,
US,,2021-03-13 05:25:15,,,,20351,247,7200.709262444765,35.38822029,-120.4039028,1.2116158147748457,,
US,,2021-03-13 05:25:15,,,,40055,341,5227.2908124862215,37.4228808,-122.32755459999998,0.8509894936487734,,
US,,2021-03-13 05:25:15,,,,33508,429,7532.379691779824,34.65329488,-120.0188492,1.275570884871551,,
US,,2021-03-13 05:25:15,,,,113001,1766,5863.105674087015,37.23104908,-121.6970462,1.5623894118479722,,
US,,2021-03-13 05:25:15,,,,15624,195,5746.066255998067,37.05580291,-122.0066524,1.24211733231416,,
US,,2021-03-13 05:25:15,,,,12438,179,6931.919147045757,40.76391419,-122.0396884,1.225666906993511,,
US,,2021-03-13 05:25:15,,,,61,0,2096.505823627288,39.57713498,-120.52007009999998,0.0,,
US,,2021-03-13 05:25:15,,,,1711,5,3978.0426743838857,41.59198861,-122.5407434,0.2886836027713625,,
US,,2021-03-13 05:25:15,,,,30534,171,6823.517847927925,38.26827353,-121.9357113,0.5598297593714192,,
US,,2021-03-13 05:25:15,,,,28943,285,5855.936043500777,38.52746429,-122.8862506,0.984523974022385,,
US,,2021-03-13 05:25:15,,,,56644,910,10325.064468092834,37.55862499,-120.9970722,1.232939355564936,,
US,,2021-03-13 05:25:15,,,,9019,101,9307.937424590857,39.03417539,-121.6945899,1.1189895856414802,,
US,,2021-03-13 05:25:15,,,,5129,33,7929.752320078667,40.12570935,-122.2370171,0.6394109668668863,,
US,,2021-03-13 05:25:15,,,,384,3,3003.663003663004,40.64917670000001,-123.114713,0.8130081300813008,,
US,,2021-03-13 05:25:15,,,,56001,798,12140.198843831444,36.22026558,-118.8020203,1.4099687262575755,,
US,,2021-03-13 05:25:15,,,,3974,57,7285.509747053857,38.02644018,-119.9525093,1.436130007558579,,
US,,2021-03-13 05:25:15,,,,81487,899,9648.513131112546,34.44465746,-119.0910613,1.1013512685753488,,
US,,2021-03-13 05:25:15,,,,13217,189,6032.65306122449,38.68278902,-121.9018288,1.4208389715832206,,
US,,2021-03-13 05:25:15,,,,5650,42,7187.166319214929,39.26255932,-121.3535644,0.7428369296073576,,
US,,2021-03-13 05:25:15,,,,51291,637,9587.74382949281,39.87432092,-104.3362578,1.2497732266322643,,
US,,2021-03-13 05:25:15,,,,1355,30,8131.5838107558675,37.57250606,-105.7885451,2.196969696969697,,
US,,2021-03-13 05:25:15,,,,51687,684,7591.343151738528,39.64977461,-104.3353617,1.3522189230398844,,
US,,2021-03-13 05:25:15,,,,718,1,4961.151899636468,37.19474156,-107.0476867,0.1436781609195402,,
US,,2021-03-13 05:25:15,,,,280,4,7651.493996090478,37.31940883,-102.5603223,1.45985401459854,,
US,,2021-03-13 05:25:15,,,,1485,21,26591.35736058813,37.95474293,-103.0720195,1.416048550236008,,
US,,2021-03-13 05:25:15,,,,20028,227,5953.169260199389,40.09313619,-105.3546767,1.1638086410216797,,
US,,2021-03-13 05:25:15,,,,4111,73,5592.847512949691,39.95998787,-105.0566324,1.877696016239533,,
US,,2021-03-13 05:25:15,,,,1523,24,7250.933385733936,38.74745778,-106.19265729999998,1.6260162601626016,,
US,,2021-03-13 05:25:15,,,,127,6,6826.870562534135,38.82777431,-102.6032558,4.0,,
US,,2021-03-13 05:25:15,,,,391,2,3876.288659793815,39.68864463,-105.6463118,0.5319148936170213,,
US,,2021-03-13 05:25:15,,,,460,10,5472.273004265691,37.201606,-106.19174879999998,2.0044543429844097,,
US,,2021-03-13 05:25:15,,,,197,2,5016.722408026756,37.27732493,-105.4276548,1.0256410256410255,,
US,,2021-03-13 05:25:15,,,,2106,14,34433.26183798053,38.32608609,-103.7844965,0.6708193579300431,,
US,,2021-03-13 05:25:15,,,,175,2,3235.990528808208,38.10883162,-105.3683478,0.6097560975609756,,
US,,2021-03-13 05:25:15,,,,2528,59,8003.337398113086,38.86246243,-107.8631342,2.405773857257418,,
US,,2021-03-13 05:25:15,,,,63488,795,8448.992108205184,39.76018276,-104.8725695,1.249959311220338,,
US,,2021-03-13 05:25:15,,,,73,0,3309.002433090024,37.75208676,-108.5211585,0.0,,
US,,2021-03-13 05:25:15,,,,23732,227,6353.907402450207,39.33133796,-104.930001,0.9904983865184654,,
US,,2021-03-13 05:25:15,,,,5423,22,9699.42133618735,39.62754308,-106.6933637,0.4114456704694221,,
US,,2021-03-13 05:25:15,,,,55510,763,7443.750234243888,38.83240149,-104.5251411,1.3986013986013983,,
US,,2021-03-13 05:25:15,,,,1403,12,4960.903887163755,39.28656773,-104.1358721,0.9049773755656108,,
US,,2021-03-13 05:25:15,,,,5638,53,11580.509626037334,38.47362326,-105.4399667,0.9566787003610108,,
US,,2021-03-13 05:25:15,,,,5295,39,8642.879738932086,39.59921777,-107.902708,0.7320362165286072,,
US,,2021-03-13 05:25:15,,,,187,3,2803.1395162582094,39.85646523,-105.5252597,1.7142857142857142,,
US,,2021-03-13 05:25:15,,,,1310,6,8243.2947756451,40.10603347,-106.1178042,0.4626060138781804,,
US,,2021-03-13 05:25:15,,,,1223,6,6998.052914900928,38.66611652,-107.0320729,0.4909983633387889,,
US,,2021-03-13 05:25:15,,,,21,0,2073.170731707317,37.82247444,-107.3004345,0.0,,
US,,2021-03-13 05:25:15,,,,331,16,4639.698419602726,37.68473101,-104.9612585,5.0,,
US,,2021-03-13 05:25:15,,,,54,0,3735.632183908046,40.66593870000001,-106.3408905,0.0,,
US,,2021-03-13 05:25:15,,,,39729,731,6602.033691268029,39.58635604,-105.2517692,1.8969908008939245,,
US,,2021-03-13 05:25:15,,,,94,3,6472.26173541963,38.43260896,-102.7392145,3.2967032967032965,,
US,,2021-03-13 05:25:15,,,,576,11,7834.296181485134,39.30497777,-102.6022199,1.7985611510791366,,
US,,2021-03-13 05:25:15,,,,3208,38,5549.527756532257,37.28632032,-107.8429014,1.185897435897436,,
US,,2021-03-13 05:25:15,,,,686,0,8256.429186661744,39.20278823,-106.3555697,0.1490312965722801,,
US,,2021-03-13 05:25:15,,,,21952,232,5852.916371298323,40.66671597,-105.4625784,1.0866963473598543,,
US,,2021-03-13 05:25:15,,,,1035,11,7003.998345512202,37.3153406,-104.0376458,1.0826771653543308,,
US,,2021-03-13 05:25:15,,,,1005,4,17540.782318891423,38.98749519,-103.5136649,0.3,,
US,,2021-03-13 05:25:15,,,,3856,66,16823.5976616538,40.7249637,-103.110817,1.7241379310344829,,
US,,2021-03-13 05:25:15,,,,13651,212,8779.586278451463,39.01787888,-108.469799,1.4993721840608611,,
US,,2021-03-13 05:25:15,,,,86,1,11053.31599479844,37.66954283,-106.9281698,1.1764705882352942,,
US,,2021-03-13 05:25:15,,,,738,22,5194.609651434164,40.61810999,-108.2070876,3.188405797101449,,
